CASE_TK,VERSION,DATE_FROM,DATE_TO,CASE_ID,CASE_NAME,CASE_DESCRIPTION,CASE_DELETED,CASE_NUMBER,CASE_TYPE,CASE_STATUS,CASE_PRIORITY,CASE_RESOLUTION,CASE_STATE
1305,1,1900/01/01 00:00:00.000000000,2200/01/01 00:00:00.000000000,6138EAF4-B071-A707-8451-E88AD88C4689,Timothy Lloyd,Not Set,No,1,Product,Closed,P1,Not Set,Closed
1306,1,1900/01/01 00:00:00.000000000,2200/01/01 00:00:00.000000000,0CA1E99B-C857-BA1E-AD4F-E8EC03A36961,Keefe Abbott,Not Set,No,1,Product,Closed,P2,Not Set,Closed
1307,1,1900/01/01 00:00:00.000000000,2200/01/01 00:00:00.000000000,ED27496F-4E28-456B-1610-93A1F0758485,Troy Santiago,Not Set,No,1,Product,Assigned,P2,Not Set,Open
1308,1,1900/01/01 00:00:00.000000000,2200/01/01 00:00:00.000000000,EC0EABAE-CA97-4F46-1C3B-805426560861,Castor Petty,Not Set,No,1,Product,Closed,P2,Not Set,Closed
1309,1,1900/01/01 00:00:00.000000000,2200/01/01 00:00:00.000000000,96CC3455-5F01-32A6-1D9A-B7F9D117ECA0,Abbot Goff,Not Set,No,1,Administration,Pending Input,P2,Not Set,Open
1310,1,1900/01/01 00:00:00.000000000,2200/01/01 00:00:00.000000000,6766DC7B-84A0-2646-0DFC-DFA0D6CBEF6D,Hector Joseph,Not Set,No,1,Product,New,P2,Not Set,Open
1311,1,1900/01/01 00:00:00.000000000,2200/01/01 00:00:00.000000000,0A70E559-5085-619D-D23C-E43566728E37,Alfonso Rose,Not Set,No,1,Product,Assigned,P2,Not Set,Open
1312,1,1900/01/01 00:00:00.000000000,2200/01/01 00:00:00.000000000,3AA09A8C-B823-2993-69BF-1397A9EC30F1,Jerry Arnold,Not Set,No,1,Product,Closed,P2,Not Set,Closed
1313,1,1900/01/01 00:00:00.000000000,2200/01/01 00:00:00.000000000,483CA547-EE0E-D5D2-CA24-5AE239410955,Wyatt Ayers,Not Set,No,1,Administration,Closed,P2,Not Set,Closed
1314,1,1900/01/01 00:00:00.000000000,2200/01/01 00:00:00.000000000,86003A77-2754-96EB-3D0F-C44C85496D19,Dennis Mcmillan,Not Set,No,1,Product,Pending Input,P3,Not Set,Open
1315,1,1900/01/01 00:00:00.000000000,2200/01/01 00:00:00.000000000,C3E4295B-3D26-1432-0116-10E9B7A4C0E7,Vladimir Dillard,Not Set,No,1,Product,New,P1,Not Set,Open
1316,1,1900/01/01 00:00:00.000000000,2200/01/01 00:00:00.000000000,685B0833-C199-C9EF-107C-56F7C16D46E6,Linus Henry,Not Set,No,1,Product,Pending Input,P3,Not Set,Open
1317,1,1900/01/01 00:00:00.000000000,2200/01/01 00:00:00.000000000,0DCD0FAD-644E-256D-6EEA-BC5CA2244429,Addison Taylor,Not Set,No,1,Administration,New,P1,Not Set,Open
1318,1,1900/01/01 00:00:00.000000000,2200/01/01 00:00:00.000000000,FD311B42-C696-D3CF-BBC1-90F177538058,Sean Donovan,Not Set,No,1,Product,Pending Input,P2,Not Set,Open
1319,1,1900/01/01 00:00:00.000000000,2200/01/01 00:00:00.000000000,4A089368-5A2F-AB87-09E2-2B20516B213B,Martin Bennett,Not Set,No,1,Product,Pending Input,P1,Not Set,Open
1320,1,1900/01/01 00:00:00.000000000,2200/01/01 00:00:00.000000000,81E83536-EC39-A3AF-84A8-42C1BB17B6B1,Omar Buckley,Not Set,No,1,Product,Closed,P3,Not Set,Closed
1321,1,1900/01/01 00:00:00.000000000,2200/01/01 00:00:00.000000000,951A458D-13AA-A3E0-0B1D-5AAD7088C897,Cruz Washington,Not Set,No,1,Product,Closed,P2,Not Set,Closed
1322,1,1900/01/01 00:00:00.000000000,2200/01/01 00:00:00.000000000,F60FF71D-712C-CD36-00A7-A94C23233D28,Zephania Nielsen,Not Set,No,1,Product,Pending Input,P1,Not Set,Open
1323,1,1900/01/01 00:00:00.000000000,2200/01/01 00:00:00.000000000,C5144383-D7F2-BCF4-8647-28877C4A808A,Kasper Dennis,Not Set,No,1,Administration,Pending Input,P2,Not Set,Open
1324,1,1900/01/01 00:00:00.000000000,2200/01/01 00:00:00.000000000,26D5AFA2-66A8-CF3E-F50B-7CF57D624906,Brandon Page,Not Set,No,1,Product,Closed,P1,Not Set,Closed
1325,1,1900/01/01 00:00:00.000000000,2200/01/01 00:00:00.000000000,5E4BC3E4-36DA-9075-29BA-878371A61F11,Cairo Vazquez,Not Set,No,1,Administration,Assigned,P2,Not Set,Open
1326,1,1900/01/01 00:00:00.000000000,2200/01/01 00:00:00.000000000,219E9F7E-B999-1F43-CEE7-844E94EC5456,Hoyt Warren,Not Set,No,1,Administration,Pending Input,P2,Not Set,Open
1327,1,1900/01/01 00:00:00.000000000,2200/01/01 00:00:00.000000000,9F98EC6F-8596-EFC2-17AC-31CC53050221,Daquan Dodson,Not Set,No,1,Product,Pending Input,P3,Not Set,Open
1328,1,1900/01/01 00:00:00.000000000,2200/01/01 00:00:00.000000000,BD21CF4B-46F9-C25F-BA37-33620F3F9C11,Elvis Rivera,Not Set,No,1,Product,Rejected,P3,Not Set,Closed
1329,1,1900/01/01 00:00:00.000000000,2200/01/01 00:00:00.000000000,047D18B0-4157-0799-D343-6736E4C18957,Channing Cooley,Not Set,No,1,Product,Pending Input,P2,Not Set,Open
1330,1,1900/01/01 00:00:00.000000000,2200/01/01 00:00:00.000000000,1C19FC93-68BB-7093-E45F-14D82CA4E261,Silas Baker,Not Set,No,1,Administration,New,P2,Not Set,Open
1331,1,1900/01/01 00:00:00.000000000,2200/01/01 00:00:00.000000000,6EE8E90A-D87E-1E31-8325-8AC4077C6C8B,Owen Randall,Not Set,No,1,Administration,Pending Input,P2,Not Set,Open
1332,1,1900/01/01 00:00:00.000000000,2200/01/01 00:00:00.000000000,67456060-DFA0-3721-7A76-89D622B993E4,Brady Colon,Not Set,No,1,Product,New,P2,Not Set,Open
1333,1,1900/01/01 00:00:00.000000000,2200/01/01 00:00:00.000000000,16D3B13E-2742-C851-2BB8-C79D99D60305,Dominic Hull,Not Set,No,1,Product,Assigned,P2,Not Set,Open
1334,1,1900/01/01 00:00:00.000000000,2200/01/01 00:00:00.000000000,15005303-39EC-37AD-22A2-39D14B3726BC,Dorian Gonzales,Not Set,No,1,Product,Rejected,P2,Not Set,Closed
1335,1,1900/01/01 00:00:00.000000000,2200/01/01 00:00:00.000000000,DEB6F63E-A9F4-F58D-E09D-0C249CC702C5,Chaim Ortega,Not Set,No,1,Administration,Closed,P1,Not Set,Closed
1336,1,1900/01/01 00:00:00.000000000,2200/01/01 00:00:00.000000000,A6F84630-4560-AECB-1DD3-C38FDB4A367A,Keane Merritt,Not Set,No,1,Administration,Rejected,P3,Not Set,Closed
1337,1,1900/01/01 00:00:00.000000000,2200/01/01 00:00:00.000000000,3219BC0F-84CF-DB52-5267-D455FA209CA2,Dorian Sloan,Not Set,No,1,Product,Closed,P2,Not Set,Closed
1338,1,1900/01/01 00:00:00.000000000,2200/01/01 00:00:00.000000000,7B025A0C-ED97-1E1E-F940-3A5A3BF0255E,Rahim Robbins,Not Set,No,1,Administration,Pending Input,P2,Not Set,Open
1339,1,1900/01/01 00:00:00.000000000,2200/01/01 00:00:00.000000000,EA476D2D-9096-780B-BDE2-A867D62BCCFB,Kareem Herrera,Not Set,No,1,Administration,Pending Input,P1,Not Set,Open
1340,1,1900/01/01 00:00:00.000000000,2200/01/01 00:00:00.000000000,28E65BCC-D7A8-F966-1AEA-6B66A1DC808D,Yoshio Baird,Not Set,No,1,Product,Closed,P3,Not Set,Closed
1341,1,1900/01/01 00:00:00.000000000,2200/01/01 00:00:00.000000000,C834BA5B-D410-5DB2-07A2-A055E3B5DE73,Carl Peters,Not Set,No,1,Product,Pending Input,P2,Not Set,Open
1342,1,1900/01/01 00:00:00.000000000,2200/01/01 00:00:00.000000000,D0B7F597-10F0-FFB3-0276-D86DBA5E1977,Fulton Woodward,Not Set,No,1,Product,Closed,P2,Not Set,Closed
1343,1,1900/01/01 00:00:00.000000000,2200/01/01 00:00:00.000000000,1094DB61-06B3-4A7B-1494-A2304B5EDD42,Solomon Erickson,Not Set,No,1,Product,Closed,P3,Not Set,Closed
1344,1,1900/01/01 00:00:00.000000000,2200/01/01 00:00:00.000000000,9A600F31-C495-C004-BD3A-E24FF3661A3E,Arthur Richmond,Not Set,No,1,Product,Pending Input,P2,Not Set,Open
1345,1,1900/01/01 00:00:00.000000000,2200/01/01 00:00:00.000000000,2432031C-CE78-385B-4661-20E07BD64062,Ignatius Patel,Not Set,No,1,Product,Closed,P1,Not Set,Closed
1346,1,1900/01/01 00:00:00.000000000,2200/01/01 00:00:00.000000000,DD560A86-70A3-4A5E-684B-05B59822016A,Bruno Mcguire,Not Set,No,1,Administration,New,P2,Not Set,Open
1347,1,1900/01/01 00:00:00.000000000,2200/01/01 00:00:00.000000000,751CBE32-9338-273B-7811-C54249BC5E00,Keegan Bentley,Not Set,No,1,Product,New,P2,Not Set,Open
1348,1,1900/01/01 00:00:00.000000000,2200/01/01 00:00:00.000000000,43D0FD67-3FBD-5EEB-42E6-665EB373E884,Jakeem Clarke,Not Set,No,1,Administration,Pending Input,P2,Not Set,Open
1349,1,1900/01/01 00:00:00.000000000,2200/01/01 00:00:00.000000000,6F0AB57E-CB33-5516-DB76-53D67B283E5A,Carson Delgado,Not Set,No,1,Product,Pending Input,P2,Not Set,Open
1350,1,1900/01/01 00:00:00.000000000,2200/01/01 00:00:00.000000000,ADE4B2F2-5AF4-4108-544D-7F059C427BBE,Fletcher Crosby,Not Set,No,1,Administration,New,P1,Not Set,Open
1351,1,1900/01/01 00:00:00.000000000,2200/01/01 00:00:00.000000000,47311631-B46B-DEE4-7D33-E409A136C369,Ralph Zamora,Not Set,No,1,Administration,Assigned,P1,Not Set,Open
1352,1,1900/01/01 00:00:00.000000000,2200/01/01 00:00:00.000000000,6DC2E566-BA43-E2B1-ADF8-48A1046DFF5B,Nero Noble,Not Set,No,1,Product,Assigned,P3,Not Set,Open
1353,1,1900/01/01 00:00:00.000000000,2200/01/01 00:00:00.000000000,B169BF8A-A88E-92D4-DD41-BEBEA4DB576D,Aristotle Britt,Not Set,No,1,Product,Pending Input,P2,Not Set,Open
1354,1,1900/01/01 00:00:00.000000000,2200/01/01 00:00:00.000000000,E715AD94-8144-C6CC-DEC0-6C33E21A4501,Tarik Silva,Not Set,No,1,Product,New,P2,Not Set,Open
1355,1,1900/01/01 00:00:00.000000000,2200/01/01 00:00:00.000000000,D32162EA-EFA1-96B9-3212-DC117498ED41,Beck Francis,Not Set,No,1,Product,Assigned,P2,Not Set,Open
1356,1,1900/01/01 00:00:00.000000000,2200/01/01 00:00:00.000000000,90AF0E92-B982-8C65-FFE2-26968F7B5BF7,Louis Romero,Not Set,No,1,Product,New,P2,Not Set,Open
1357,1,1900/01/01 00:00:00.000000000,2200/01/01 00:00:00.000000000,4ED07884-F461-69DB-5631-4B62EF121927,Nash Roberts,Not Set,No,1,Product,Closed,P3,Not Set,Closed
1358,1,1900/01/01 00:00:00.000000000,2200/01/01 00:00:00.000000000,C90DF846-40EF-0185-9C85-1C97C575C26A,Kenneth Winters,Not Set,No,1,Product,Closed,P2,Not Set,Closed
1359,1,1900/01/01 00:00:00.000000000,2200/01/01 00:00:00.000000000,7C9E6318-7FE2-45B0-16B2-16ABB9F58BC2,Bruno Wood,Not Set,No,1,Product,Pending Input,P1,Not Set,Open
1360,1,1900/01/01 00:00:00.000000000,2200/01/01 00:00:00.000000000,10D1F8D9-982D-BABA-F53E-653C07D78F2A,Silas Barber,Not Set,No,1,Product,Pending Input,P3,Not Set,Open
1361,1,1900/01/01 00:00:00.000000000,2200/01/01 00:00:00.000000000,DA2AFC90-6F6E-4624-5F14-91708AFE0E15,Tate Harris,Not Set,No,1,Product,Pending Input,P2,Not Set,Open
1362,1,1900/01/01 00:00:00.000000000,2200/01/01 00:00:00.000000000,77F20346-5E97-0A32-EA39-83A0F25B53CF,Gil Tate,Not Set,No,1,Product,Pending Input,P2,Not Set,Open
1363,1,1900/01/01 00:00:00.000000000,2200/01/01 00:00:00.000000000,5B272EC0-5231-AA76-F4BD-66FA4DB512D9,Aquila Sparks,Not Set,No,1,Product,Rejected,P2,Not Set,Closed
1364,1,1900/01/01 00:00:00.000000000,2200/01/01 00:00:00.000000000,878097A1-C0D3-2798-EC3B-4734AFEEAA76,Chaney Hammond,Not Set,No,1,Product,Pending Input,P3,Not Set,Open
1365,1,1900/01/01 00:00:00.000000000,2200/01/01 00:00:00.000000000,7476C1CD-9323-9377-AB31-E3DD5AB46E76,Henry Saunders,Not Set,No,1,Administration,Pending Input,P3,Not Set,Open
1366,1,1900/01/01 00:00:00.000000000,2200/01/01 00:00:00.000000000,2F3C6EEE-FAB1-9434-BED7-9EE123207ED3,Nasim Pacheco,Not Set,No,1,Administration,Closed,P2,Not Set,Closed
1367,1,1900/01/01 00:00:00.000000000,2200/01/01 00:00:00.000000000,510EA6F3-202F-39C5-222E-36DADC9D3CE1,Rigel Wood,Not Set,No,1,Product,Closed,P3,Not Set,Closed
1368,1,1900/01/01 00:00:00.000000000,2200/01/01 00:00:00.000000000,4ADF3547-7C19-4C76-E643-21328BA60E0A,Eaton Talley,Not Set,No,1,Product,Closed,P2,Not Set,Closed
1369,1,1900/01/01 00:00:00.000000000,2200/01/01 00:00:00.000000000,37BE9507-11D4-2B4F-D942-64D2C506D230,Nathan Hale,Not Set,No,1,Product,Pending Input,P1,Not Set,Open
1370,1,1900/01/01 00:00:00.000000000,2200/01/01 00:00:00.000000000,6FBE050E-FCC5-398A-16CF-6C750237786B,Gabriel Cain,Not Set,No,1,Administration,Assigned,P2,Not Set,Open
1371,1,1900/01/01 00:00:00.000000000,2200/01/01 00:00:00.000000000,4FDF6F08-C2D6-31F9-7036-08855AB35D92,Cedric Thompson,Not Set,No,1,Product,Rejected,P3,Not Set,Closed
1372,1,1900/01/01 00:00:00.000000000,2200/01/01 00:00:00.000000000,EF998B90-20EE-4439-2505-54CA97B8D0A8,Rooney Conway,Not Set,No,1,Administration,Pending Input,P1,Not Set,Open
1373,1,1900/01/01 00:00:00.000000000,2200/01/01 00:00:00.000000000,AB15A755-A2CC-A5F5-40BF-58A3F0C09597,Wallace Logan,Not Set,No,1,Product,Pending Input,P3,Not Set,Open
1374,1,1900/01/01 00:00:00.000000000,2200/01/01 00:00:00.000000000,F99112EF-77E0-6E6B-A81E-881E31FFC371,Adam Simon,Not Set,No,1,Product,Pending Input,P2,Not Set,Open
1375,1,1900/01/01 00:00:00.000000000,2200/01/01 00:00:00.000000000,A9695C67-FEDD-139D-B569-86E30AE76C84,Lamar Jones,Not Set,No,1,Product,Assigned,P2,Not Set,Open
1376,1,1900/01/01 00:00:00.000000000,2200/01/01 00:00:00.000000000,800C3C96-E83B-2431-AF37-6A3EAEE8C520,Connor Bishop,Not Set,No,1,Product,Pending Input,P2,Not Set,Open
1377,1,1900/01/01 00:00:00.000000000,2200/01/01 00:00:00.000000000,912A1DD8-C244-CDAD-571C-6948BB05031B,Ashton Buck,Not Set,No,1,Product,Assigned,P2,Not Set,Open
1378,1,1900/01/01 00:00:00.000000000,2200/01/01 00:00:00.000000000,267F8A98-C655-F46D-2D07-0E4CC6152D27,Darius Mcleod,Not Set,No,1,Product,Assigned,P2,Not Set,Open
1379,1,1900/01/01 00:00:00.000000000,2200/01/01 00:00:00.000000000,A9226BC7-19D0-DF1B-7CE1-BBED8F6B1729,Jackson Vang,Not Set,No,1,Product,Pending Input,P1,Not Set,Open
1380,1,1900/01/01 00:00:00.000000000,2200/01/01 00:00:00.000000000,253146FA-A55B-F5DB-AD49-6EF7B9F26823,Hyatt Espinoza,Not Set,No,1,Product,Closed,P1,Not Set,Closed
1381,1,1900/01/01 00:00:00.000000000,2200/01/01 00:00:00.000000000,1E4EC944-84C5-E753-3B58-2D371894F763,Lars Schwartz,Not Set,No,1,Product,Closed,P2,Not Set,Closed
1382,1,1900/01/01 00:00:00.000000000,2200/01/01 00:00:00.000000000,A9A6457F-B126-F395-1148-6FCA4106898E,Seth Mcdowell,Not Set,No,1,Product,Closed,P1,Not Set,Closed
1383,1,1900/01/01 00:00:00.000000000,2200/01/01 00:00:00.000000000,ADDE36F6-7293-4320-396A-CF6EE6DAF645,Raja Ward,Not Set,No,1,Product,Closed,P2,Not Set,Closed
1384,1,1900/01/01 00:00:00.000000000,2200/01/01 00:00:00.000000000,594728BD-A625-1F42-5E6F-CB612C54520A,Conan Fitzpatrick,Not Set,No,1,Product,Rejected,P3,Not Set,Closed
1385,1,1900/01/01 00:00:00.000000000,2200/01/01 00:00:00.000000000,3EFFA1D4-1BA2-5F37-29FC-F768B9A303A3,Valentine Mason,Not Set,No,1,Product,Rejected,P2,Not Set,Closed
1386,1,1900/01/01 00:00:00.000000000,2200/01/01 00:00:00.000000000,ADB9D19C-7BA7-D404-CC13-DE9E12DEB585,Allistair Washington,Not Set,No,1,Product,Closed,P2,Not Set,Closed
1387,1,1900/01/01 00:00:00.000000000,2200/01/01 00:00:00.000000000,1B3D6838-C10C-7A16-AD11-E568349D7CEC,Isaiah Hayes,Not Set,No,1,Product,Assigned,P2,Not Set,Open
1388,1,1900/01/01 00:00:00.000000000,2200/01/01 00:00:00.000000000,8B4CA09B-3E08-8BDE-CC2D-5BF8B439386B,Merrill Holcomb,Not Set,No,1,Product,Pending Input,P1,Not Set,Open
1389,1,1900/01/01 00:00:00.000000000,2200/01/01 00:00:00.000000000,CBC8224F-F8B0-BCF3-B79A-ED7C7974D285,Macon Goodwin,Not Set,No,1,Administration,Pending Input,P3,Not Set,Open
1390,1,1900/01/01 00:00:00.000000000,2200/01/01 00:00:00.000000000,722E40B7-9DCC-65D5-4D22-42315B27A892,Jamal Lott,Not Set,No,1,Administration,Pending Input,P3,Not Set,Open
1391,1,1900/01/01 00:00:00.000000000,2200/01/01 00:00:00.000000000,373FD2F2-D84D-EE2E-8ABE-B4054D1A545C,Nash Buckley,Not Set,No,1,Administration,Pending Input,P2,Not Set,Open
1392,1,1900/01/01 00:00:00.000000000,2200/01/01 00:00:00.000000000,2EAFB7D2-626D-BD5B-45B8-20FE653CB896,Porter Robertson,Not Set,No,1,Administration,Closed,P2,Not Set,Closed
1393,1,1900/01/01 00:00:00.000000000,2200/01/01 00:00:00.000000000,8C16D604-6155-480C-FB31-D7809ADB2865,Carl Mccoy,Not Set,No,1,Product,Assigned,P2,Not Set,Open
1394,1,1900/01/01 00:00:00.000000000,2200/01/01 00:00:00.000000000,AED7208C-746F-5874-E9EC-596CF9A69284,Amal Franco,Not Set,No,1,Product,Closed,P1,Not Set,Closed
1395,1,1900/01/01 00:00:00.000000000,2200/01/01 00:00:00.000000000,0F00AC6E-1B9A-91AD-5243-816EFC363199,Brett Pugh,Not Set,No,1,Product,Closed,P1,Not Set,Closed
1396,1,1900/01/01 00:00:00.000000000,2200/01/01 00:00:00.000000000,55667F8F-535C-756B-E70A-3084DE466E53,Sean Vargas,Not Set,No,1,Product,New,P1,Not Set,Open
1397,1,1900/01/01 00:00:00.000000000,2200/01/01 00:00:00.000000000,091A5B28-4DD5-EFE6-1063-81B48B083BAD,Timothy Douglas,Not Set,No,1,Product,Pending Input,P2,Not Set,Open
1398,1,1900/01/01 00:00:00.000000000,2200/01/01 00:00:00.000000000,6153D974-58B4-4836-1160-B567D76645C1,Jameson Richards,Not Set,No,1,Product,Pending Input,P2,Not Set,Open
1399,1,1900/01/01 00:00:00.000000000,2200/01/01 00:00:00.000000000,AE06063A-D8C9-E678-98F3-D44877D865D7,Eagan Hess,Not Set,No,1,Administration,Closed,P1,Not Set,Closed
1400,1,1900/01/01 00:00:00.000000000,2200/01/01 00:00:00.000000000,E0A934C7-0FDB-E6DF-B95D-D4ADAD97D3F7,Eagan Klein,Not Set,No,1,Administration,New,P2,Not Set,Open
1401,1,1900/01/01 00:00:00.000000000,2200/01/01 00:00:00.000000000,31FC0B40-C5FF-62FB-5BA9-831885C4FD87,Herman Foreman,Not Set,No,1,Product,Assigned,P2,Not Set,Open
1402,1,1900/01/01 00:00:00.000000000,2200/01/01 00:00:00.000000000,55EAF0C8-73BC-14E7-557B-57380E041F69,Raymond Tanner,Not Set,No,1,Administration,Assigned,P3,Not Set,Open
1403,1,1900/01/01 00:00:00.000000000,2200/01/01 00:00:00.000000000,DC3A6B50-8678-62D3-8D31-EC6529F74129,Garrison Davidson,Not Set,No,1,Administration,Assigned,P1,Not Set,Open
1404,1,1900/01/01 00:00:00.000000000,2200/01/01 00:00:00.000000000,F6DC8F3D-CE69-5ED7-A7DB-0CB02A76D4E6,Brady Ruiz,Not Set,No,1,Administration,Pending Input,P3,Not Set,Open
1405,1,1900/01/01 00:00:00.000000000,2200/01/01 00:00:00.000000000,545EC67C-BBCB-BC57-5A3F-1BF6818FF8B0,Cruz Faulkner,Not Set,No,1,Administration,Rejected,P2,Not Set,Closed
1406,1,1900/01/01 00:00:00.000000000,2200/01/01 00:00:00.000000000,C67569EC-D9F7-028D-E224-602B6E8631FF,Oren Klein,Not Set,No,1,Product,Pending Input,P2,Not Set,Open
1407,1,1900/01/01 00:00:00.000000000,2200/01/01 00:00:00.000000000,025A2C22-9660-AC05-1628-701565AB4A1B,Lane Fowler,Not Set,No,1,Product,New,P3,Not Set,Open
1408,1,1900/01/01 00:00:00.000000000,2200/01/01 00:00:00.000000000,D849EEEE-E459-2AD2-1E73-8E14577C713F,Dalton Ramsey,Not Set,No,1,Product,Pending Input,P1,Not Set,Open
1409,1,1900/01/01 00:00:00.000000000,2200/01/01 00:00:00.000000000,DE563636-72CB-37DA-7922-92120A192E85,Timon Mullins,Not Set,No,1,Product,New,P2,Not Set,Open
1410,1,1900/01/01 00:00:00.000000000,2200/01/01 00:00:00.000000000,E31F48F4-FCD9-AACF-0EA7-4DEB3D7D032B,Dante Hart,Not Set,No,1,Product,Pending Input,P2,Not Set,Open
1411,1,1900/01/01 00:00:00.000000000,2200/01/01 00:00:00.000000000,61CB105D-2B6F-2098-EE8D-CD1B703B126F,Oren Briggs,Not Set,No,1,Product,Closed,P2,Not Set,Closed
1412,1,1900/01/01 00:00:00.000000000,2200/01/01 00:00:00.000000000,F769E7B1-FB01-DA07-4B1C-44908DD391FD,Arden Tate,Not Set,No,1,Product,Closed,P2,Not Set,Closed
1413,1,1900/01/01 00:00:00.000000000,2200/01/01 00:00:00.000000000,7232F7A9-F455-8569-C7B0-B1343F09F11F,Orlando Johns,Not Set,No,1,Product,Rejected,P2,Not Set,Closed
1414,1,1900/01/01 00:00:00.000000000,2200/01/01 00:00:00.000000000,631287E4-5DF6-9FEA-B319-F924A5C9CBB6,Isaiah Hays,Not Set,No,1,Product,Pending Input,P2,Not Set,Open
1415,1,1900/01/01 00:00:00.000000000,2200/01/01 00:00:00.000000000,50F81CC5-9ABC-40E2-7F1F-626689AA5507,Arsenio Olson,Not Set,No,1,Product,Closed,P2,Not Set,Closed
1416,1,1900/01/01 00:00:00.000000000,2200/01/01 00:00:00.000000000,18325845-4DB3-173C-EB53-1A5020891D24,Vincent Sims,Not Set,No,1,Product,Closed,P2,Not Set,Closed
1417,1,1900/01/01 00:00:00.000000000,2200/01/01 00:00:00.000000000,495F9645-9D2C-7B72-D396-B345EF42B04F,Aquila Browning,Not Set,No,1,Product,Closed,P2,Not Set,Closed
1418,1,1900/01/01 00:00:00.000000000,2200/01/01 00:00:00.000000000,E8FFD630-4F41-90BB-677D-52B65657DA66,Oleg Richmond,Not Set,No,1,Administration,Closed,P1,Not Set,Closed
1419,1,1900/01/01 00:00:00.000000000,2200/01/01 00:00:00.000000000,3329D9EB-7176-EDC4-A083-CBF697420A38,August Cervantes,Not Set,No,1,Product,New,P2,Not Set,Open
1420,1,1900/01/01 00:00:00.000000000,2200/01/01 00:00:00.000000000,F6ABB5A2-5859-972D-29F7-17CD28834975,Mark Ward,Not Set,No,1,Product,Pending Input,P2,Not Set,Open
1421,1,1900/01/01 00:00:00.000000000,2200/01/01 00:00:00.000000000,A09613F7-4C4E-BC5F-C029-D96742D4E875,Axel Hurley,Not Set,No,1,Administration,Pending Input,P2,Not Set,Open
1422,1,1900/01/01 00:00:00.000000000,2200/01/01 00:00:00.000000000,50ECB887-6C87-4708-EC9C-FE912CC2B41D,Deacon Bass,Not Set,No,1,Product,Pending Input,P3,Not Set,Open
1423,1,1900/01/01 00:00:00.000000000,2200/01/01 00:00:00.000000000,53039651-F0A8-06C3-B276-A68796121F79,Tanek Schmidt,Not Set,No,1,Product,Closed,P2,Not Set,Closed
1424,1,1900/01/01 00:00:00.000000000,2200/01/01 00:00:00.000000000,6532384A-42EE-3C3F-A1D8-7AB226367CE4,Stewart Erickson,Not Set,No,1,Product,New,P2,Not Set,Open
1425,1,1900/01/01 00:00:00.000000000,2200/01/01 00:00:00.000000000,90F65368-8B27-085E-4925-D66B07DC0A0A,Brody Shepard,Not Set,No,1,Product,Assigned,P1,Not Set,Open
1426,1,1900/01/01 00:00:00.000000000,2200/01/01 00:00:00.000000000,8968DB95-13DD-3B79-1328-9F6A619BEC88,Carlos Lawson,Not Set,No,1,Product,Closed,P3,Not Set,Closed
1427,1,1900/01/01 00:00:00.000000000,2200/01/01 00:00:00.000000000,757E771B-CA6B-0084-AB77-ED5B01130A9C,Theodore Landry,Not Set,No,1,Administration,Pending Input,P2,Not Set,Open
1428,1,1900/01/01 00:00:00.000000000,2200/01/01 00:00:00.000000000,77BEB1CA-9ACA-D0D1-FD72-3D8AE74E5967,Quinlan Cardenas,Not Set,No,1,Product,Rejected,P2,Not Set,Closed
1429,1,1900/01/01 00:00:00.000000000,2200/01/01 00:00:00.000000000,749E83B1-E6A7-D29C-2221-9DD166B9D9BF,Jeremy Marks,Not Set,No,1,Product,Pending Input,P2,Not Set,Open
1430,1,1900/01/01 00:00:00.000000000,2200/01/01 00:00:00.000000000,3EF1AF92-91F0-F7EE-C820-F6F57D18DBB8,Bevis Ward,Not Set,No,1,Product,Pending Input,P2,Not Set,Open
1431,1,1900/01/01 00:00:00.000000000,2200/01/01 00:00:00.000000000,36B2DEB7-1E60-B160-8B6C-9FC40EC3B50E,Merritt Harper,Not Set,No,1,Product,New,P3,Not Set,Open
1432,1,1900/01/01 00:00:00.000000000,2200/01/01 00:00:00.000000000,BB0B9231-4693-64BE-7AEC-B92BEBC2CE2A,Duncan Espinoza,Not Set,No,1,Product,Closed,P2,Not Set,Closed
1433,1,1900/01/01 00:00:00.000000000,2200/01/01 00:00:00.000000000,71B09807-D457-6FE5-920A-8137BF388F11,Hayes Guy,Not Set,No,1,Administration,Assigned,P2,Not Set,Open
1434,1,1900/01/01 00:00:00.000000000,2200/01/01 00:00:00.000000000,BBED0FD9-6EE4-4B65-A738-C50D299826E0,Cyrus Goodman,Not Set,No,1,Administration,New,P2,Not Set,Open
1435,1,1900/01/01 00:00:00.000000000,2200/01/01 00:00:00.000000000,9E10E335-B31E-FBB8-7061-625ADDBF9C83,Nasim Marsh,Not Set,No,1,Product,New,P2,Not Set,Open
1436,1,1900/01/01 00:00:00.000000000,2200/01/01 00:00:00.000000000,2701BAA6-437B-C9F9-8AAC-D026EB6E1D5B,Jakeem Petty,Not Set,No,1,Product,Closed,P3,Not Set,Closed
1437,1,1900/01/01 00:00:00.000000000,2200/01/01 00:00:00.000000000,25781EAB-D8DF-5B2C-8216-80B04B6B5E00,Harrison Mccullough,Not Set,No,1,Administration,Assigned,P1,Not Set,Open
1438,1,1900/01/01 00:00:00.000000000,2200/01/01 00:00:00.000000000,C847CD10-C9D9-4B06-93BB-292D195360F7,Acton Bernard,Not Set,No,1,Product,Closed,P1,Not Set,Closed
