LEAD_TITLE,LEAD_SOURCE,LEAD_STATUS,LEAD_ACCOUNT_NAME,LEAD_OPPORTUNITY_NAME,LEAD_FULL_NAME,LEAD_PRIMARY_ADDRESS_POSTCODE,LEAD_PRIMARY_ADDRESS_STREET,STATE_ID
Mrs.,Existing Customer,Converted,,,Hamish Copeland,T40 0RT,"912-2322 Placerat, Street",247
Mr.,Partner,Recycled,,,Sandra Rios,HG3L 9TU,Ap #693-2288 Adipiscing Ave,274
Mr.,Trade Show,Recycled,,,Murphy Valentine,F7P 2UG,"P.O. Box 519, 5817 Venenatis St.",245
Ms.,Existing Customer,Dead,,,Leroy Sharp,U2Y 6IZ,Ap #153-451 Mauris Rd.,95
Mrs.,Campaign,Assigned,,,Wing Mcfadden,P0 6LH,"P.O. Box 509, 7153 Eu, St.",513
Mrs.,Trade Show,Dead,,,Paul Bentley,PU73 9EL,"P.O. Box 907, 4405 Nec, Avenue",110
Mrs.,Campaign,Converted,,,Lila Barrett,E4 6AA,Ap #997-1179 Ac Ave,386
Mr.,Employee,New,,,Drew Barnett,HS40 0FY,Ap #153-305 Risus. Avenue,504
Mr.,Conference,Recycled,,,Macy Olsen,BD87 5MR,"Ap #684-7907 Lectus, St.",138
Ms.,Campaign,Dead,,,Renee Joyce,M78 9VS,246-5694 Morbi Av.,104
Ms.,Self Generated,Assigned,,,Magee Rowe,C0G 8TE,779-6662 Habitant Ave,28
Ms.,Trade Show,In Process,,,Samantha Kinney,P4A 2NY,532-9727 Dolor Avenue,482
Mr.,Other,Recycled,,,Kylan Yang,D8Y 6OK,Ap #847-810 Nonummy Av.,409
Mr.,Existing Customer,Converted,,,Cooper Leonard,F5 0OR,773 Ornare Rd.,37
Ms.,Direct Mail,Dead,,,Alexander Wade,N8 6BD,"Ap #680-6121 Erat, Avenue",457
Mrs.,Cold Call,New,,,Giselle Ayala,QD24 5CU,Ap #799-786 Eu Rd.,389
Mrs.,Campaign,New,,,Brynne Harrell,CM3 3XJ,"541-4745 Erat, Ave",92
Mrs.,Word of mouth,New,,,Ferris Cruz,C2U 2EF,873-3283 Amet Ave,375
Ms.,Cold Call,Dead,,,Cherokee Weber,Q57 0YV,8801 Massa Road,314
Ms.,Conference,Recycled,,,Wade Williams,LQ64 3JR,Ap #661-7091 Libero Street,177
Mr.,Campaign,Assigned,,,Tate Whitney,G2 5UF,4122 Semper Rd.,407
Mrs.,Conference,Converted,,,Jael Hanson,W2 1QP,"P.O. Box 144, 6170 Aliquam Av.",480
Mrs.,Direct Mail,Converted,,,Dean Glass,M5V 9TH,"P.O. Box 425, 3411 Arcu. St.",132
Ms.,Public Relations,New,,,Baxter Elliott,X01 4SE,Ap #482-3093 Vivamus Avenue,456
Ms.,Partner,In Process,,,Akeem Moss,LT4T 6OG,954-4456 Dictum Avenue,180
Mr.,Direct Mail,In Process,,,Buckminster Mcmahon,DS3S 8EV,"P.O. Box 885, 8352 In Ave",128
Ms.,Existing Customer,New,,,Ciara Snyder,ML4 5UQ,"P.O. Box 996, 3751 Non, St.",194
Mrs.,Campaign,Dead,,,Bell Gibbs,ZJ2 5UL,1899 Semper St.,136
Mrs.,Employee,Converted,,,Hilel Walker,EE9D 7IP,Ap #965-9020 Inceptos Street,53
Ms.,Trade Show,Assigned,,,Harlan Owens,B58 5BQ,"P.O. Box 596, 4442 Eu St.",446
Mrs.,Existing Customer,Dead,,,Benedict Navarro,H7O 4PM,Ap #670-569 Proin Av.,50
Mr.,Word of mouth,Converted,,,Dylan Alexander,J1 2KQ,"P.O. Box 522, 6119 Ligula. Street",485
Ms.,Web Site,Dead,,,Larissa Collier,W2W 6GS,Ap #761-6932 Curabitur Road,478
Mrs.,Campaign,Dead,,,Hamilton Calhoun,IC61 2HG,"P.O. Box 365, 2775 Lectus Street",227
Mrs.,Public Relations,Recycled,,,Hadassah Fuentes,MK2R 4RZ,215 Vitae Rd.,62
Ms.,Trade Show,New,,,Brianna Tyson,QK9Z 2MD,"P.O. Box 626, 5371 Viverra. Street",293
Ms.,Partner,Converted,,,Kyla Valentine,B5P 0UJ,483-7559 Commodo Rd.,442
Mrs.,Cold Call,New,,,Charity Whitfield,LZ30 7OW,"P.O. Box 301, 6158 Et Rd.",111
Ms.,Trade Show,Recycled,,,Reagan Dejesus,PW2G 1TO,"P.O. Box 300, 3920 Tellus Ave",504
Mrs.,Direct Mail,Converted,,,Kaden Murray,Z08 2NO,767-467 Nam Rd.,7
Mr.,Cold Call,Converted,,,Fleur Pennington,WI2 4TL,"P.O. Box 957, 4709 Vulputate Av.",223
Mrs.,Public Relations,Recycled,,,Jeremy Witt,SV5 1UK,"1605 Erat, Rd.",8
Mr.,Conference,Converted,,,Madison Porter,XW7L 2PJ,195-633 Scelerisque Road,199
Mrs.,Cold Call,Dead,,,Stewart Hamilton,Y6 3LI,Ap #234-1694 Curabitur Road,208
Mr.,Campaign,Recycled,,,Mona Peters,F15 3XZ,"Ap #248-7691 Non, St.",316
Mr.,Self Generated,New,,,Uta Potter,OY2 1RU,3297 Sociis St.,284
Mrs.,Web Site,New,,,Thaddeus Moon,J18 6XE,5687 Leo St.,515
Ms.,Trade Show,In Process,,,Dale Yang,O6U 6YG,"P.O. Box 143, 5454 Pede. St.",476
Mrs.,Self Generated,Assigned,,,Nerea Faulkner,N3E 8XO,"P.O. Box 142, 1605 Nunc Road",139
Mr.,Partner,Recycled,,,Zelenia Melendez,H58 8VA,Ap #831-4261 Lacinia Street,158
Mrs.,Cold Call,Recycled,,,Haley Salazar,SA6K 6DU,Ap #541-8366 Orci St.,205
Mr.,Email,Recycled,,,Gregory Key,D7B 1HZ,"7431 Sem, St.",161
Mr.,Employee,Converted,,,Emerson Santana,HT04 1LZ,Ap #242-1391 Cras Road,37
Mrs.,Conference,In Process,,,Kaseem Villarreal,OA6M 6JK,"920-2006 Elit, Avenue",343
Ms.,Public Relations,Recycled,,,Daquan Ortiz,EZ5 7QT,Ap #560-3701 Purus Rd.,169
Mrs.,Other,New,,,Uta Jensen,PX9 8OX,810-679 Diam Ave,307
Ms.,Self Generated,In Process,,,Callum Lott,VC7 4PP,"P.O. Box 665, 3275 Aliquam Rd.",515
Mr.,Trade Show,Recycled,,,Gemma Gill,ZP9L 1KW,"P.O. Box 569, 9889 Sed, Rd.",244
Mrs.,Trade Show,In Process,,,Susan Chang,JU18 7PV,"P.O. Box 464, 7173 Sem St.",433
Ms.,Conference,Assigned,,,Adria Carr,S0 1BN,"P.O. Box 263, 7037 Elementum, Rd.",149
Mrs.,Other,In Process,,,Thaddeus Mcfarland,XI7 2IM,855-8375 Velit Rd.,383
Ms.,Campaign,Converted,,,Arthur Frederick,M6C 6II,Ap #169-2965 Amet Road,268
Ms.,Partner,In Process,,,Selma Mcknight,LZ6F 1WO,"P.O. Box 776, 7566 Sapien Av.",322
Mrs.,Web Site,Converted,,,Neil Flores,G0C 3KI,Ap #202-1091 Felis. Av.,185
Ms.,Conference,Converted,,,Sheila Boyer,C93 5DW,Ap #205-9155 Phasellus Rd.,245
Mr.,Conference,In Process,,,Ora Duncan,M3 1SO,8949 Elit St.,529
Ms.,Public Relations,Assigned,,,Melvin Mcguire,P4O 0ME,Ap #519-7103 Non Rd.,343
Mr.,Campaign,New,,,Steel Carver,UD32 0ED,Ap #427-3569 Massa. Ave,199
Mrs.,Public Relations,New,,,Chaim Craft,M75 4EV,"Ap #227-4062 Montes, Road",422
Ms.,Web Site,Dead,,,Kiona Harrison,B2L 9TK,5662 Ipsum Av.,204
Ms.,Email,Dead,,,Deirdre Warren,II31 7BD,"P.O. Box 624, 4607 Netus Rd.",215
Ms.,Word of mouth,New,,,Chaim Hogan,P75 5YF,1460 Donec St.,192
Ms.,Conference,Dead,,,Dana Ochoa,Q01 3OZ,Ap #862-9494 Ipsum Street,353
Mrs.,Direct Mail,Assigned,,,Winifred Emerson,QS45 1FV,Ap #911-1601 Venenatis Road,62
Mrs.,Campaign,Converted,,,Carter Wilder,P64 5WN,Ap #308-9197 Diam Avenue,35
Mrs.,Email,In Process,,,Gage Avila,DL7D 7NY,607-1906 Non St.,424
Mrs.,Employee,Dead,,,Caleb Sawyer,T5 5SM,"P.O. Box 992, 4423 Lectus Av.",169
Ms.,Other,New,,,Herrod Mendoza,R8M 6FQ,3759 Duis Rd.,113
Mrs.,Self Generated,Converted,,,Theodore Lowery,YI7 3RY,"P.O. Box 864, 802 Nibh St.",402
Mr.,Employee,Converted,,,Giacomo Mercado,C5 9YE,Ap #693-734 Vivamus Rd.,72
Mrs.,Web Site,Assigned,,,Basia Goodman,J0A 4TL,7439 Sem Avenue,254
Ms.,Self Generated,Recycled,,,Zorita Hood,OW3T 7LB,3276 Arcu. Av.,493
Ms.,Trade Show,Converted,,,Buffy Bowers,SL3 2CM,3377 Tempus Street,481
Ms.,Self Generated,In Process,,,George Pearson,BJ3S 6LP,896-1188 Cursus Av.,98
Ms.,Other,In Process,,,Chase Holcomb,A7V 1VR,Ap #125-9367 Eget Avenue,333
Ms.,Existing Customer,Assigned,,,Roth Turner,D6R 9UK,748-3690 Nulla St.,291
Mr.,Web Site,Assigned,,,Omar Ball,SG9 1KE,451 Nisl St.,357
Mrs.,Existing Customer,In Process,,,Chaney Manning,GD77 4JN,"P.O. Box 702, 1968 Consectetuer St.",424
Ms.,Employee,In Process,,,Ethan Holcomb,R5T 3ZC,Ap #722-5117 Lacus. Rd.,109
Ms.,Public Relations,Converted,,,Zoe Robinson,P7 5AN,"Ap #263-373 Ac, Rd.",103
Mrs.,Conference,In Process,,,Isabella Robinson,K2 5YU,2337 Sit Avenue,165
Mrs.,Other,In Process,,,Octavia Lowery,D0X 2UP,Ap #186-644 Dolor. Rd.,11
Ms.,Self Generated,In Process,,,Hanna Ballard,BV0U 7OP,Ap #725-6169 Fusce Av.,443
Mrs.,Employee,Dead,,,Cally Sharp,MP6 5OP,472-8127 Donec Av.,112
Ms.,Cold Call,Dead,,,Shelby Montgomery,OD1 0EP,"P.O. Box 531, 6504 Porttitor Av.",73
Mrs.,Employee,Assigned,,,Alexander Dillard,HR28 9IG,8583 Facilisis Road,455
Mr.,Web Site,Dead,,,Brady Gould,Q3 7CS,581-7132 A Rd.,391
Mr.,Partner,New,,,Irene Kirkland,W18 5HC,549-2024 Nullam Rd.,501
Ms.,Campaign,Assigned,,,Paki Stanley,W0M 8JR,"Ap #312-4333 Purus, Rd.",174
Mrs.,Email,Converted,,,Carson Armstrong,X80 4FO,1228 Molestie St.,9
Mrs.,Employee,Dead,,,Indigo Baird,MZ4 1IJ,"4109 Luctus, Road",161
Mrs.,Web Site,Converted,,,Isabelle Obrien,NF5 4ZP,Ap #617-4919 Integer Road,24
Ms.,Web Site,Assigned,,,Caesar Montgomery,KP69 9GG,Ap #693-3628 Nibh St.,60
Mrs.,Direct Mail,In Process,,,Avye Clemons,A9H 4MW,"574 Vitae, Street",309
Mrs.,Word of mouth,Assigned,,,Gil Cole,OZ8L 7BR,955-1480 Magna. St.,477
Ms.,Direct Mail,Dead,,,Gail Christian,G9Y 2LQ,"P.O. Box 651, 4507 Sapien Avenue",332
Mr.,Partner,New,,,Kiara Cabrera,R3 1NS,Ap #744-9069 Nonummy. Rd.,427
Mr.,Self Generated,Dead,,,Oleg Thornton,P8 4FI,"P.O. Box 673, 7282 Lorem Street",225
Ms.,Other,New,,,Alexandra Peck,FD5 7HC,Ap #798-5876 Tincidunt Rd.,79
Ms.,Conference,New,,,Cheryl Steele,PC1I 9WQ,"P.O. Box 638, 5907 Sociis Rd.",119
Mrs.,Trade Show,New,,,Alexandra Alvarez,YN2W 1RL,"P.O. Box 983, 3100 Sed Av.",484
Mr.,Trade Show,In Process,,,Ingrid Malone,JB3U 0KP,Ap #187-4589 Risus. Av.,525
Mrs.,Web Site,Recycled,,,Jescie Velez,QR74 5EW,"P.O. Box 827, 8462 Libero. Rd.",93
Mrs.,Employee,Assigned,,,Mona Booth,GF66 5LT,5702 Praesent Street,450
Ms.,Conference,Converted,,,Wing Jones,KM67 8MG,"P.O. Box 215, 987 Fringilla St.",262
Mr.,Email,Dead,,,Kamal Pennington,AE1Y 4OA,"P.O. Box 161, 9179 Enim, Road",391
Ms.,Other,Dead,,,Amir Delaney,Y7 5KJ,"P.O. Box 488, 8659 Ante Av.",400
Mrs.,Self Generated,Recycled,,,Kamal Conner,M80 4ZH,"P.O. Box 442, 7892 Augue, Road",3
Mrs.,Email,New,,,Idona Shaw,B4N 0CN,1390 Cras Street,10
Mr.,Conference,In Process,,,Darryl Livingston,R92 6AS,8377 Magna. Avenue,401
Mr.,Word of mouth,New,,,Cruz Workman,W4 7ZD,Ap #194-2964 Interdum. Rd.,372
Mrs.,Web Site,New,,,Dante Jenkins,J80 7FS,Ap #357-7584 Massa St.,469
Mrs.,Other,Dead,,,Malachi Obrien,K1 6XH,"P.O. Box 374, 3389 Ante Street",63
Mr.,Existing Customer,New,,,Nevada Hensley,Z3A 0HK,351-6047 Ac Avenue,11
Mrs.,Conference,New,,,Caldwell Walton,Y24 5IS,"P.O. Box 603, 4445 Aliquet Ave",72
Mrs.,Campaign,Converted,,,Stacey Delaney,JU37 4YA,2840 Sed Av.,243
Ms.,Email,Assigned,,,Otto Charles,K0 1KT,Ap #754-394 Erat. Road,420
Mr.,Existing Customer,New,,,Myles Harper,TI30 1HG,"Ap #120-8222 Lorem, St.",358
Mrs.,Campaign,Converted,,,Hu Graham,ZL53 9JB,"P.O. Box 424, 6555 Amet, St.",492
Mrs.,Cold Call,New,,,Nelle Chan,FJ6C 7LM,1728 Nisl Ave,17
Mr.,Direct Mail,Recycled,,,Kato Vang,EF15 0NK,128-1191 Facilisis. Ave,366
Mr.,Cold Call,In Process,,,Lucian Livingston,X1I 9QL,"P.O. Box 109, 1498 Sit St.",125
Ms.,Other,Dead,,,Kyle Gardner,A3I 4VQ,8443 Molestie Road,7
Mrs.,Existing Customer,Recycled,,,Lee Cooley,HP5C 7OC,"P.O. Box 262, 2798 Parturient Rd.",57
Mr.,Trade Show,New,,,Lani Mcbride,H0G 1DR,1121 Elit St.,510
Mr.,Trade Show,Assigned,,,Tate Sellers,F6 3EJ,Ap #522-2502 Pede Ave,361
Mrs.,Public Relations,Assigned,,,Jayme Pitts,QW8 5GH,Ap #426-6969 Ut Rd.,59
Mr.,Public Relations,In Process,,,Quincy Flores,L2 5ZE,4255 Ultricies Street,28
Mrs.,Conference,In Process,,,Oscar Travis,Y35 9TB,5210 Pede. Road,380
Mr.,Partner,Dead,,,Paloma Lara,F4 7SO,"P.O. Box 946, 5564 Nisi Rd.",373
Mr.,Employee,Converted,,,Debra Douglas,DV6 9SN,Ap #637-5274 Libero. Road,184
Mr.,Existing Customer,Converted,,,Kyra Johns,S50 8NV,Ap #405-2121 Praesent St.,148
Mr.,Trade Show,Dead,,,Conan Anthony,G1C 6UY,"P.O. Box 664, 8338 Pede. Rd.",346
Ms.,Direct Mail,Recycled,,,Levi Perry,Q5 1GU,"P.O. Box 951, 5744 Magna. Av.",154
Ms.,Conference,In Process,,,Evan Clarke,Y6G 3KL,"P.O. Box 104, 1655 Massa. St.",402
Ms.,Existing Customer,Dead,,,Norman Barker,KW0 6IT,"Ap #266-4000 Et, Av.",529
Mr.,Email,Recycled,,,Ursa Lindsay,AA45 2RC,880-9887 Parturient Rd.,174
Ms.,Direct Mail,Recycled,,,Hashim Flynn,OA1A 2QY,Ap #603-160 Dictum St.,247
Mr.,Employee,New,,,Venus Mcknight,S02 6VP,Ap #350-4285 Quis Rd.,287
Ms.,Self Generated,Assigned,,,Carl Carey,J92 4VG,414-3154 Donec St.,486
Mrs.,Campaign,Recycled,,,Rhea Kent,BN4V 8LO,"P.O. Box 382, 7122 Dolor Street",401
Mr.,Cold Call,Assigned,,,Cally Good,WP92 0MN,9583 Diam Rd.,63
Mr.,Employee,Converted,,,Jamal Collier,RS7 5CN,6618 Sit Road,95
Mrs.,Partner,Assigned,,,Melissa Lynn,HC0O 8BW,170-4130 Arcu Rd.,143
Mrs.,Public Relations,Recycled,,,Dolan William,FH6S 2SZ,Ap #614-7886 Et Av.,311
Mrs.,Existing Customer,In Process,,,Miriam Adams,J60 7XL,Ap #789-6598 Ultrices Avenue,28
Mrs.,Employee,Assigned,,,Alexander Foster,XI5 7EY,"P.O. Box 414, 5896 Ac Avenue",85
Mr.,Public Relations,New,,,Lysandra Peck,C98 3LU,Ap #213-8166 Donec Road,461
Mr.,Trade Show,In Process,,,Desirae Serrano,ZC2J 0DJ,"P.O. Box 121, 9755 Volutpat Av.",27
Mrs.,Cold Call,Dead,,,Brian Taylor,K77 2LO,"P.O. Box 842, 6796 Arcu. Rd.",273
Mrs.,Employee,Assigned,,,Warren Vaughan,B3W 1NH,"Ap #657-5120 Nec, Rd.",180
Mr.,Conference,Assigned,,,Zachery Gomez,U20 7SP,362-9708 Lobortis Ave,97
Mr.,Web Site,In Process,,,Raven Harding,GJ92 9MJ,Ap #584-4289 Donec Av.,326
Ms.,Other,Recycled,,,Jillian Faulkner,X67 3UK,Ap #384-6864 Ornare St.,150
Ms.,Direct Mail,New,,,Gail Watkins,F7 9KM,"P.O. Box 921, 4987 Tristique Ave",65
Ms.,Campaign,Assigned,,,Hiroko Rodriquez,B8E 1CW,9260 At Rd.,185
Ms.,Partner,New,,,Jaquelyn Hobbs,EO32 5QD,"P.O. Box 258, 7630 Gravida. Av.",299
Ms.,Direct Mail,New,,,Nigel Barker,G88 3BY,9453 Proin Road,428
Mrs.,Word of mouth,Recycled,,,Salvador Blanchard,H2W 7BW,8114 Aliquet Road,244
Mr.,Web Site,Dead,,,Edan Guy,R8Z 1HP,"Ap #211-4885 Vulputate, St.",147
Ms.,Employee,In Process,,,Hayfa Cook,E13 6ZP,"P.O. Box 703, 2304 Cursus Rd.",223
Ms.,Existing Customer,New,,,Miriam Skinner,R3 9OP,"560-9749 Orci, Ave",19
Mrs.,Self Generated,New,,,Alexa Horn,V6X 5JB,"Ap #794-3602 Elit, Street",461
Ms.,Other,Dead,,,Darius Cline,BJ43 3GQ,"P.O. Box 161, 8924 Tincidunt Road",215
Ms.,Conference,Dead,,,Hall Clements,GS72 2DW,631-6775 Neque Ave,531
Mrs.,Web Site,Recycled,,,Kamal Fischer,A3F 2WL,707-3607 Cubilia Road,407
Mr.,Campaign,Dead,,,Allen Velasquez,OZ6W 2MY,"P.O. Box 521, 2573 Aliquet. Avenue",464
Mr.,Conference,New,,,Emerson Sweeney,S47 8HF,"687-5129 Elit, Rd.",48
Ms.,Employee,In Process,,,Philip Peters,OV7 8AB,"P.O. Box 665, 2038 Orci. St.",115
Ms.,Cold Call,New,,,Phoebe Franco,SI56 3EH,8251 Donec St.,439
Ms.,Word of mouth,In Process,,,Stuart Roberson,WK0F 4YR,"P.O. Box 440, 8057 Convallis Road",81
Ms.,Campaign,Dead,,,Joel Wilson,Y6E 2FY,379-1775 Nunc. Ave,213
Mr.,Word of mouth,Recycled,,,Mohammad Santiago,Q0R 5RZ,4269 Vel St.,397
Mr.,Trade Show,Converted,,,Colleen Garner,SY3 0AN,952-6166 Neque. Ave,195
Ms.,Partner,New,,,Wylie Kennedy,P7 4MZ,3867 Arcu Road,10
Mrs.,Partner,Recycled,,,Conan Dean,BL4 1JE,3967 Turpis Rd.,298
Mrs.,Direct Mail,Recycled,,,Hillary Fuentes,TE23 5AK,953 Metus St.,12
Mrs.,Email,Dead,,,Ginger Jones,K0 6JZ,"5059 Est, Ave",12
Mrs.,Web Site,New,,,Yvonne Perkins,KB1 5ZQ,"P.O. Box 260, 8172 Duis Avenue",259
Mr.,Partner,New,,,Quintessa William,E6I 2WP,8035 Enim Rd.,168
Ms.,Other,Converted,,,TaShya Steele,U4U 5YL,"P.O. Box 230, 8007 Duis St.",500
Ms.,Word of mouth,Assigned,,,Aaron Miles,B2 9TO,"P.O. Box 131, 7131 Donec Av.",445
Mrs.,Word of mouth,Converted,,,Justin Henry,ZU0 4YY,"4244 Vel, St.",406
Ms.,Employee,In Process,,,Isabelle Baxter,M3 3CI,Ap #665-7672 Varius. Ave,100
Mrs.,Partner,In Process,,,Lucas Andrews,OH7 9BP,"P.O. Box 484, 7078 Quisque Ave",515
Mrs.,Cold Call,New,,,Hoyt Koch,Q04 0GR,179-6803 Aliquam Ave,223
Mr.,Direct Mail,In Process,,,Dillon Torres,YR1W 6PQ,Ap #203-8640 Erat. Street,173
Mrs.,Conference,In Process,,,Upton Benton,X3 3QU,Ap #420-938 Sem Av.,344
Mr.,Trade Show,New,,,Kuame Harding,AS6W 5MP,Ap #563-3083 Aliquam Rd.,486
Ms.,Self Generated,Converted,,,Claire Montgomery,OH4P 0KD,"P.O. Box 331, 1564 Odio, Rd.",304
Mrs.,Self Generated,New,,,Howard Pace,X2Q 7PD,"P.O. Box 131, 2763 Risus. St.",497
Mrs.,Web Site,New,,,Leslie Lucas,F5V 8DH,Ap #997-3768 Ipsum. Street,44
Mrs.,Direct Mail,Assigned,,,Merritt Cunningham,A3 4UI,Ap #433-3870 Sem. Street,124
Mrs.,Word of mouth,Converted,,,Emery Farmer,W6E 8YB,3927 Volutpat. Street,10
Mrs.,Conference,Dead,,,Callie Hampton,XG94 8JL,"P.O. Box 826, 8499 Diam. Rd.",311
Ms.,Other,Dead,,,Quinn Kim,ON55 2CA,188 Lacus. Ave,403
Ms.,Partner,Converted,,,Latifah Reed,B96 9BW,"P.O. Box 510, 8839 Diam St.",425
Ms.,Web Site,Converted,,,Haley Doyle,H09 6DT,2458 Sed Avenue,267
Mr.,Campaign,New,,,Yael Cook,HO44 7CQ,3425 Ullamcorper Av.,439
Mrs.,Cold Call,In Process,,,Allistair Stevenson,GN7 1EX,1188 Libero. Av.,99
Ms.,Cold Call,Dead,,,Bruno Russell,LZ07 3TW,351-4857 Adipiscing St.,53
Mrs.,Partner,Converted,,,Nomlanga Castillo,Z4 1IJ,Ap #760-6339 Egestas. Street,42
Mr.,Direct Mail,In Process,,,Kiona Castro,P5 8QF,559 Eleifend Rd.,188
Ms.,Email,Converted,,,Garth Galloway,Z2 5JM,401 Nisi. Avenue,97
Mr.,Cold Call,Dead,,,Alexandra Murphy,V8 7GK,"P.O. Box 210, 7419 Leo Rd.",121
Mr.,Word of mouth,Recycled,,,Candice Gould,H11 8UC,Ap #802-511 Mus. Road,33
Mrs.,Existing Customer,Assigned,,,Daria Romero,M64 6KU,"P.O. Box 679, 5466 In Av.",57
Mrs.,Conference,Dead,,,Julie Mcmahon,O2 7YW,"9316 Et, St.",170
Mrs.,Campaign,New,,,Jaden Holmes,FM5 1IV,Ap #708-9616 Vivamus Street,213
Mrs.,Email,New,,,Fredericka Bennett,BT3P 6HF,842-8442 Cursus St.,524
Mrs.,Campaign,Recycled,,,Quynn Small,N7 3SI,951-6515 Quam St.,38
Mr.,Conference,In Process,,,Eugenia Roberson,WJ30 2SV,8952 Tellus. St.,469
Ms.,Web Site,New,,,Merritt Berger,J1R 7SK,"P.O. Box 365, 2092 Nunc Street",344
Mr.,Conference,In Process,,,Germaine Harding,AG3B 4MU,486-3673 Mauris St.,319
Mr.,Word of mouth,Assigned,,,Rhiannon Downs,CN5V 6TM,188-4782 Eu Rd.,458
Mrs.,Existing Customer,Assigned,,,Germaine Arnold,O8 9BV,897-1523 Sed Avenue,373
Mrs.,Existing Customer,New,,,Leo Lynch,EQ18 7HY,"P.O. Box 290, 3619 Ut Street",474
Mrs.,Employee,Recycled,,,Beau Sharpe,ZA76 2LU,"P.O. Box 795, 2779 Elementum Ave",360
Ms.,Partner,New,,,Ursula Ellis,O3J 3ZA,6373 Consectetuer St.,100
Mrs.,Employee,In Process,,,Kennan Schroeder,Q89 5LR,7497 Aliquet Ave,78
Ms.,Email,Recycled,,,Adara Lancaster,W4 1YA,112-670 Faucibus Rd.,322
Mr.,Employee,Converted,,,Wylie Mclaughlin,OJ3 1ZV,"P.O. Box 660, 9642 Facilisis, Ave",468
Ms.,Cold Call,New,,,Shelby Puckett,M5D 0WI,Ap #401-9152 Arcu. Rd.,441
Mr.,Self Generated,Dead,,,Germane Sheppard,L81 3RJ,Ap #351-5408 Purus. Road,79
Mr.,Public Relations,Converted,,,Imogene Martinez,OH8 3CO,"108-4143 Egestas, Rd.",275
Ms.,Web Site,Dead,,,Curran Chandler,N5 7VE,187-9358 In St.,220
Mr.,Other,Recycled,,,Rowan Hayes,B50 1RZ,"P.O. Box 318, 9016 Ante St.",228
Mrs.,Public Relations,Assigned,,,Yael Rhodes,B0W 8HP,"P.O. Box 127, 1902 Nulla Street",182
Ms.,Campaign,Converted,,,Elmo Blanchard,NG6 0KB,9352 Fames St.,487
Mr.,Word of mouth,Assigned,,,Curran Randolph,WE25 5FD,1247 Pellentesque Rd.,313
Mrs.,Conference,Dead,,,Zeph Maxwell,I33 4TG,4706 Magna. St.,46
Mr.,Email,New,,,Wylie Cohen,HL8X 6OB,3905 A Street,184
Ms.,Other,Recycled,,,Knox Nolan,S33 4VD,5918 Consectetuer Rd.,66
Mrs.,Employee,Dead,,,Cade Faulkner,AW5 9SU,Ap #192-9943 Amet Road,110
Mrs.,Self Generated,Dead,,,Noelle Salinas,QG1F 1OR,Ap #776-5611 Purus. St.,51
Ms.,Employee,Assigned,,,Cruz Hurst,VQ18 4ZL,772-2180 Tempor Rd.,365
Mr.,Partner,New,,,Rudyard Michael,UD8O 0EU,"P.O. Box 865, 2187 Nec St.",114
Mrs.,Email,Converted,,,Kamal Atkinson,RD33 9ZL,"P.O. Box 485, 6891 Sed Rd.",323
Ms.,Cold Call,In Process,,,Samantha Bradshaw,U9J 1FQ,"P.O. Box 207, 4960 Molestie Ave",186
Mr.,Trade Show,Dead,,,Dieter Roman,V6C 2RC,"Ap #832-4298 Tincidunt, Av.",388
Mr.,Other,Assigned,,,Basil Baldwin,TA5B 9BN,354-455 Ipsum St.,500
Ms.,Cold Call,In Process,,,Lynn Adkins,TA7 1DD,"750-6001 Non, Rd.",126
Mr.,Cold Call,Recycled,,,Alexa Carey,ZJ5W 1QH,7388 Morbi Av.,330
Ms.,Other,In Process,,,Lydia Simon,A3M 0XM,3545 Sagittis St.,234
Mr.,Direct Mail,Converted,,,Damian Blackburn,K2B 1KH,"P.O. Box 567, 8586 Mi Av.",395
Ms.,Email,Assigned,,,Yolanda Frazier,B7M 7HI,3553 Phasellus St.,396
Mrs.,Trade Show,In Process,,,Naomi Leonard,TQ6 9GB,"P.O. Box 914, 8916 Duis Street",302
Mrs.,Other,Recycled,,,Penelope Roth,H3U 2TK,835-6069 Lacinia St.,297
Mr.,Email,Converted,,,Kelsey Swanson,U7F 6GO,"Ap #582-9440 Lacus, Avenue",374
Mrs.,Web Site,Dead,,,Simone Ingram,Q5U 6AK,"Ap #379-961 Ultrices, Street",221
Ms.,Existing Customer,New,,,Pascale Graves,TQ9 7HC,969-360 Rhoncus. Rd.,211
Mr.,Campaign,Assigned,,,Prescott Marshall,JA3T 3VC,"9139 Et, St.",70
Mrs.,Conference,New,,,Octavius Spencer,EJ1P 2TP,Ap #240-1616 Erat Av.,178
Mrs.,Self Generated,New,,,Griffin Waller,H3Q 8HO,935 Phasellus St.,285
Mrs.,Trade Show,Converted,,,Laith Noel,MT8F 1QD,Ap #347-8775 Ante Road,119
Mr.,Web Site,Assigned,,,Davis Mccall,YU8L 8HQ,"P.O. Box 124, 4588 Molestie Rd.",497
Mrs.,Other,In Process,,,Colin Adams,PG6K 7JK,6379 Semper Street,474
Mr.,Web Site,Dead,,,Ursa Chavez,JM71 5ZN,"P.O. Box 513, 8425 Consectetuer Rd.",453
Ms.,Cold Call,Assigned,,,Bertha Gibson,TD2 1OQ,"P.O. Box 128, 5302 Cursus St.",223
Ms.,Existing Customer,Dead,,,Owen Hughes,ZE2 9SS,Ap #976-7080 Congue. Rd.,84
