LEAD_TITLE,LEAD_SOURCE,LEAD_STATUS,LEAD_ACCOUNT_NAME,LEAD_OPPORTUNITY_NAME,LEAD_FULL_NAME,LEAD_PRIMARY_ADDRESS_POSTCODE,LEAD_PRIMARY_ADDRESS_STREET,STATE_ID
Mr.,Direct Mail,Converted,,,Price Berg,C3Z 9FQ,9834 Lacus. Ave,54
Mrs.,Trade Show,Converted,,,Caesar Cox,P7F 6YV,"P.O. Box 651, 7796 Et Rd.",34
Ms.,Word of mouth,New,,,Amery Henson,MM8W 2SV,"P.O. Box 510, 5700 Dolor Road",99
Mrs.,Word of mouth,Converted,,,Charde Glenn,N95 8TR,Ap #617-5151 Integer Av.,471
Mr.,Web Site,Assigned,,,Darrel Evans,M8L 0RZ,Ap #782-5762 Venenatis St.,108
Ms.,Word of mouth,Recycled,,,Stephanie Lowe,B55 0AS,4656 Scelerisque Road,201
Mr.,Direct Mail,Converted,,,Omar Gay,D7 3VA,441-3964 Nulla St.,443
Mr.,Direct Mail,In Process,,,Indigo Myers,N1 5KH,521-7108 Quam St.,439
Ms.,Trade Show,Assigned,,,Nevada Mcfarland,O2 7BB,6335 Vivamus Road,459
Ms.,Campaign,Converted,,,Sonya Welch,F4 6GJ,"P.O. Box 687, 2218 Accumsan Street",93
Mr.,Trade Show,Converted,,,Linda Rosario,S02 3FZ,Ap #832-9889 Donec Ave,371
Ms.,Word of mouth,Dead,,,Conan Jennings,NS77 5AZ,"P.O. Box 205, 1296 Elit Road",257
Ms.,Word of mouth,Converted,,,Leandra Craig,O27 1CG,"P.O. Box 990, 5190 Adipiscing Road",341
Mr.,Campaign,Assigned,,,Thomas Morin,AD91 5VA,"P.O. Box 436, 8899 Congue Avenue",153
Ms.,Cold Call,Dead,,,Arthur Colon,S3V 8FI,632-6463 Imperdiet Avenue,305
Mr.,Trade Show,Converted,,,Denise Sheppard,ET4 1DW,Ap #777-7059 Class Av.,429
Mrs.,Public Relations,Converted,,,India Hester,XN89 8XV,3082 Luctus Road,152
Mr.,Campaign,Converted,,,Emerson Wilcox,P90 6LS,807-661 Rhoncus. Av.,110
Ms.,Self Generated,In Process,,,Fritz Kramer,Q0 3YV,705-7829 Mi St.,35
Mr.,Partner,Dead,,,Olympia Rojas,KC7E 7BA,"P.O. Box 807, 4136 Integer Avenue",482
Mrs.,Conference,Converted,,,Kieran Mcneil,P5 1CZ,3879 Curabitur St.,250
Ms.,Email,In Process,,,Audrey Hale,U4 7UM,324-6777 Nulla. Road,299
Ms.,Employee,In Process,,,Barbara Schultz,OD9 2SF,1466 Ac Street,259
Mr.,Word of mouth,Recycled,,,Madonna Pugh,A2E 2KP,Ap #889-3075 In Street,418
Mrs.,Cold Call,Converted,,,Karen Golden,F5 9VB,"P.O. Box 533, 2195 Gravida Avenue",210
Mr.,Campaign,Converted,,,Cherokee Lamb,O5K 4ZA,"P.O. Box 933, 3807 Iaculis Av.",446
Ms.,Public Relations,Assigned,,,Caleb Atkinson,D3K 1NJ,"P.O. Box 329, 4032 Ultricies Street",164
Mr.,Conference,New,,,Kay Giles,IJ2 9VN,213-6517 Condimentum Avenue,69
Ms.,Campaign,Converted,,,Stacy Briggs,F6 8TL,"P.O. Box 625, 791 Scelerisque Rd.",57
Ms.,Existing Customer,Recycled,,,Jin Vasquez,D3I 1GH,Ap #354-2053 Malesuada St.,336
Mr.,Direct Mail,Dead,,,Lucian Hughes,B1C 0ED,"Ap #538-4764 Fringilla, Avenue",189
Mr.,Trade Show,Converted,,,Lionel Little,Z5F 4NV,Ap #496-7888 Dui. Road,9
Mr.,Public Relations,Converted,,,Preston Herrera,RI37 8LV,"P.O. Box 920, 2115 Suspendisse Ave",335
Ms.,Email,Converted,,,Fay Hogan,TZ3Q 6JM,7081 Tincidunt Street,234
Ms.,Public Relations,Assigned,,,Keane Holt,W0R 8CL,"P.O. Box 355, 8673 Nonummy Rd.",270
Ms.,Campaign,Converted,,,Michelle Stark,Y10 3HD,"P.O. Box 788, 619 Facilisis, Ave",25
Ms.,Other,New,,,Hermione Mathews,U9 0LZ,8868 Tellus. Rd.,86
Mr.,Direct Mail,Converted,,,Mohammad Bates,SV70 8PM,856-6258 Fusce Av.,422
Ms.,Campaign,Dead,,,Noah Ryan,E6 0TC,Ap #992-4127 Dolor. Av.,400
Mr.,Direct Mail,Assigned,,,Hop Schroeder,R6J 7VJ,Ap #836-5016 Cursus Road,499
Mr.,Campaign,Converted,,,Abel Harmon,FV00 8OA,3303 Ac Road,307
Ms.,Web Site,New,,,Jacob Haley,Q9 0OZ,747-725 At St.,341
Mrs.,Trade Show,Converted,,,Rebecca Wall,G8 4YK,332 Semper Rd.,358
Ms.,Email,Converted,,,Beck Rowland,SX8L 6EA,Ap #373-7370 Mi. St.,447
Mr.,Conference,In Process,,,Nell Villarreal,WC80 9GH,216-2634 Elementum Street,442
Mrs.,Campaign,Recycled,,,Charles Cervantes,JF4 9XN,"P.O. Box 890, 1986 Tincidunt, Road",236
Mrs.,Trade Show,Converted,,,Nerea Hancock,M2 5IE,"P.O. Box 724, 2472 Mauris, Rd.",122
Mrs.,Direct Mail,In Process,,,Norman Aguilar,VD4H 5IT,1359 Sapien. Rd.,515
Ms.,Campaign,Dead,,,Pascale Lara,M74 9VV,505-6688 Velit. Street,509
Mr.,Cold Call,New,,,Hope Buchanan,KZ33 9OS,990-5951 Vulputate Av.,418
Mrs.,Web Site,Dead,,,Kimberley Perry,Y36 7LR,Ap #265-4744 Nunc Av.,342
Mrs.,Direct Mail,Recycled,,,Kibo Chase,WK9Y 0AJ,Ap #581-3938 Etiam Road,161
Ms.,Cold Call,Converted,,,Ignacia Hanson,Z8L 3VC,"P.O. Box 691, 8354 Facilisis St.",350
Mrs.,Direct Mail,Dead,,,Wang Keith,W2 1GG,"P.O. Box 813, 947 Duis St.",155
Ms.,Employee,Recycled,,,Audrey Morse,R8J 9HA,"997-4620 Quis, Road",36
Mr.,Cold Call,Converted,,,Mari Kramer,RP1D 0FL,736 Odio. St.,95
Ms.,Campaign,In Process,,,Jordan May,LK66 3NK,"P.O. Box 136, 3680 Lacus, St.",152
Mrs.,Conference,New,,,Sydney Atkins,S7I 2UY,"P.O. Box 811, 2823 A, Avenue",398
Ms.,Existing Customer,Dead,,,Plato Moreno,S6 0HM,"Ap #883-8331 At, St.",117
Mr.,Web Site,Dead,,,Zachary Meyers,E06 3SD,"P.O. Box 373, 302 Erat Rd.",240
Mrs.,Word of mouth,Converted,,,Chantale Robbins,Z5P 2VS,"P.O. Box 595, 4172 Euismod St.",267
Mr.,Direct Mail,Assigned,,,Bryar Kline,C1U 0UU,938-963 Nisl Av.,146
Mr.,Cold Call,New,,,Tatyana Hoover,KS8 8MM,Ap #284-6329 Neque. Ave,243
Ms.,Cold Call,Assigned,,,Rama Houston,X2X 0YG,"P.O. Box 362, 6739 In, St.",370
Ms.,Other,Assigned,,,Shad Grimes,KR3M 1DU,Ap #157-276 Magna. Road,242
Mrs.,Public Relations,New,,,Wyoming Compton,V11 1DS,"P.O. Box 617, 8222 Egestas Road",1
Mr.,Word of mouth,In Process,,,Salvador Payne,UY0 0XZ,9590 Conubia Rd.,216
Mr.,Email,Assigned,,,Mona Sargent,D1M 8TJ,Ap #198-1148 Morbi Road,259
Ms.,Direct Mail,Converted,,,Aurora Rosa,QH3D 6LT,"878-176 Eget, Rd.",24
Mrs.,Public Relations,Converted,,,Joshua Vega,BN13 3PB,"P.O. Box 930, 2893 Nonummy Av.",502
Mr.,Public Relations,In Process,,,Camilla Farrell,Z9 3UA,409-546 Risus Rd.,325
Mrs.,Public Relations,Converted,,,Ray Mcintyre,ZB4 9VS,Ap #185-899 Dapibus St.,443
Mrs.,Word of mouth,New,,,Lynn Bartlett,PZ98 2NE,"110-5457 Vitae, Rd.",121
Mrs.,Direct Mail,Converted,,,Graham Rose,IO1 3VQ,7430 Sed Ave,116
Ms.,Web Site,Assigned,,,Elvis Aguilar,JR33 6CC,793-1719 Nisl Av.,225
Ms.,Word of mouth,Converted,,,Lester Velasquez,D0 4FC,"P.O. Box 620, 3203 Lacus. Rd.",505
Mrs.,Web Site,Assigned,,,Merritt Washington,R3 7ZR,617-1301 Sed Ave,117
Ms.,Web Site,Converted,,,Andrew Horne,KH50 2AV,2963 Dis Ave,26
Ms.,Campaign,In Process,,,William Hardin,EW0Y 9TQ,151-5938 Aliquam Ave,144
Mr.,Conference,Converted,,,Buffy Kim,J8V 2JW,"Ap #804-3266 A, Road",154
Ms.,Existing Customer,Recycled,,,Fredericka Padilla,BY02 5IO,3459 Sagittis St.,409
Ms.,Word of mouth,Assigned,,,Francesca Sullivan,UV54 7SD,8889 Sed Av.,409
Mrs.,Existing Customer,Dead,,,Dai Carson,K88 0ZO,4162 At Road,249
Mrs.,Self Generated,Assigned,,,Keiko Scott,KG1P 8HA,5442 Sit Road,457
Ms.,Self Generated,Recycled,,,Rogan Bailey,G9 2DY,"P.O. Box 981, 148 Auctor Rd.",47
Mr.,Email,Assigned,,,Chancellor Petersen,U3 1BE,"P.O. Box 189, 1720 Pede. St.",130
Mrs.,Word of mouth,Recycled,,,Signe Joyner,TA7 8PK,8780 Risus St.,20
Mrs.,Direct Mail,New,,,Hedley Maldonado,OB41 8MS,292-1950 Enim. Ave,354
Mrs.,Direct Mail,Assigned,,,Bradley Mcbride,C97 8UZ,"P.O. Box 995, 8604 Mollis. Avenue",254
Ms.,Trade Show,Converted,,,Len Fowler,S5B 5TL,553-3155 Interdum Av.,32
Mrs.,Web Site,Assigned,,,Cameron Holman,P6E 0CY,2744 Hendrerit Av.,139
Ms.,Campaign,Converted,,,Tucker Christensen,VR71 9JE,"P.O. Box 679, 4734 Habitant St.",517
Mr.,Public Relations,Recycled,,,Jasmine Gilmore,M6N 2NW,5803 Magna. Av.,394
Ms.,Trade Show,Converted,,,Angela Skinner,YL3G 7PJ,6977 Nonummy Rd.,478
Mr.,Word of mouth,Converted,,,Josephine Mason,EE5 2ML,713-5826 Non St.,374
Mr.,Conference,Converted,,,Matthew Herring,Z2O 6HE,Ap #125-2710 Dis Road,389
Mrs.,Partner,Converted,,,Malcolm Miles,K0S 9YN,7575 Magna Av.,406
Mr.,Direct Mail,Recycled,,,Elijah Allison,V8W 4BY,703-8150 Ut Rd.,5
Mrs.,Other,Converted,,,Tasha Vaughan,A1 3UX,"P.O. Box 409, 7553 Consequat St.",404
Mrs.,Cold Call,Converted,,,Doris Patterson,PP61 2ZR,"P.O. Box 285, 1842 Et Rd.",123
Ms.,Email,Converted,,,April Cantu,XW47 9GR,1705 Faucibus. Rd.,189
Ms.,Cold Call,In Process,,,Leah Briggs,DZ3 8BG,910-553 Purus Avenue,103
Ms.,Cold Call,Converted,,,Victoria Trevino,QT0W 8ET,"P.O. Box 979, 2594 Sed Rd.",302
Mr.,Campaign,Converted,,,Ryan Fernandez,IY38 7EM,"P.O. Box 767, 1808 Ante Ave",14
Mrs.,Trade Show,New,,,William Bowen,V85 5ZL,"P.O. Box 308, 848 Bibendum Rd.",402
Mrs.,Web Site,Assigned,,,Hilary Merrill,F90 4ON,4747 Fringilla Road,84
Mrs.,Word of mouth,Assigned,,,Leah Leonard,L04 3KM,"3134 Enim, Road",326
Mrs.,Conference,Converted,,,Gareth Kent,L58 4NX,2350 Erat Street,396
Mr.,Word of mouth,Converted,,,Tallulah Hodges,KT77 1QZ,273-7506 Felis Ave,114
Ms.,Conference,Converted,,,Abdul Dunlap,WH83 2RA,Ap #977-6528 Sed Rd.,125
Mrs.,Campaign,Converted,,,Bruno Franks,UV4 6SZ,Ap #697-9402 Est Ave,93
Mrs.,Public Relations,Converted,,,Rylee Cervantes,Z1O 0FM,"P.O. Box 124, 1167 Ac Street",382
Ms.,Cold Call,Converted,,,Isabella Cotton,F82 9FC,945-8090 Vivamus Rd.,398
Mr.,Public Relations,Converted,,,Luke Dotson,D5 5AK,911-4560 Est Rd.,148
Ms.,Direct Mail,New,,,Jared Huber,SH4K 9SR,Ap #669-7994 Dis Road,274
Mr.,Trade Show,New,,,Mason Shields,V1 9LF,Ap #313-1056 Sed Ave,281
Ms.,Campaign,Dead,,,Burton Bush,Z1 9UK,Ap #686-8185 Eleifend Avenue,86
Mrs.,Cold Call,Converted,,,Christine Thompson,QA84 1SV,"Ap #600-8110 Vel, Avenue",9
Mrs.,Campaign,Recycled,,,Brock Bird,D40 4OZ,5127 Libero Rd.,12
Mr.,Campaign,New,,,Aimee Santos,T2 4TH,Ap #374-7774 Odio Street,243
Mr.,Web Site,In Process,,,Hall Spence,FP3P 6PV,772 Nisl Av.,279
Mrs.,Campaign,Converted,,,Rhoda Kramer,HF04 8VS,6038 Morbi Rd.,448
Mrs.,Public Relations,Converted,,,Yuli Mcdonald,XZ1 4DL,Ap #566-2718 Massa. St.,218
Ms.,Trade Show,Dead,,,Harlan Harris,W94 9BA,"P.O. Box 349, 8030 Auctor Av.",284
Mr.,Campaign,Assigned,,,Echo Warner,U1 2NI,2226 Feugiat. Av.,388
Mrs.,Word of mouth,In Process,,,Destiny Mack,JG51 3WL,"Ap #371-6001 Non, Av.",380
Ms.,Cold Call,Assigned,,,Nathan Ramos,H21 3LY,552-8686 Amet Av.,390
Mr.,Cold Call,Recycled,,,Bryar Whitaker,VL08 0XK,Ap #149-6195 Quam. St.,238
Mrs.,Partner,Dead,,,Harding Figueroa,C2U 2EA,Ap #430-6724 Luctus St.,134
Mr.,Trade Show,Converted,,,Carl Cabrera,WS0C 6XF,8632 Quisque Ave,6
Mrs.,Campaign,Converted,,,Berk Moss,FJ5 7BI,"P.O. Box 401, 8564 Nam Rd.",236
Mr.,Trade Show,Converted,,,Xenos Herrera,T75 2HQ,Ap #640-4390 Egestas. Rd.,436
Mrs.,Partner,Assigned,,,Kaseem Roberts,V3K 5PV,308-1162 Dignissim. Rd.,475
Mr.,Email,Converted,,,Jamalia Conley,WY06 3MN,"P.O. Box 392, 2698 Aliquam Street",254
Mr.,Direct Mail,Converted,,,Alice Morton,KG06 0RY,"P.O. Box 647, 4823 Nulla Rd.",1
Mrs.,Public Relations,In Process,,,Dolan Morris,SK8 7MU,794-7560 Varius Avenue,286
Mrs.,Word of mouth,Assigned,,,Yetta Terry,KQ2 9ZO,"P.O. Box 524, 2297 Nibh Road",336
Ms.,Campaign,Assigned,,,Oprah Dudley,O7R 4DQ,234-798 Fusce Rd.,293
Ms.,Word of mouth,Converted,,,Mollie Valentine,L4R 0LM,Ap #803-6130 Luctus Road,260
Mrs.,Web Site,Converted,,,Paloma Alexander,HX3 0NV,"8807 Dui, Rd.",497
Mr.,Cold Call,Converted,,,Ignatius Petersen,I5V 4WN,8889 Auctor Road,173
Ms.,Existing Customer,Assigned,,,Maya Hayden,TE9 2RD,"Ap #830-9797 A, Road",320
Mrs.,Existing Customer,In Process,,,Carlos Eaton,JS44 9IF,"Ap #675-6920 Et, Avenue",80
Mr.,Public Relations,Converted,,,Buffy Soto,JJ0 1QL,589 Nunc Road,378
Mrs.,Direct Mail,Converted,,,Dana Ingram,RI8W 2NS,Ap #597-4923 Semper St.,410
Mrs.,Word of mouth,Assigned,,,Savannah Underwood,ET4D 1LT,"P.O. Box 609, 1698 Nunc St.",152
Mrs.,Web Site,Converted,,,Octavia Crawford,DP2M 2TM,Ap #825-6362 Purus. St.,273
Ms.,Word of mouth,Converted,,,Kai Santiago,XS8 7YJ,207-9741 Sed Rd.,177
Mrs.,Public Relations,Converted,,,Paki Brewer,M9M 8TK,"452-8820 Posuere, Road",210
Ms.,Public Relations,Converted,,,Jason Rodgers,Q9 2FM,Ap #903-9949 Lorem Avenue,147
Mr.,Cold Call,Dead,,,Ingrid Cleveland,FS8H 9JW,"P.O. Box 326, 8669 Ipsum St.",326
Ms.,Employee,Assigned,,,Zeus Erickson,FI6J 0AI,"P.O. Box 798, 7809 Cras St.",186
Ms.,Cold Call,Converted,,,Ariel Kemp,XA0 4VG,"8312 Aliquam, Ave",64
Mr.,Conference,In Process,,,Alexandra Matthews,ZS6Q 1VP,Ap #291-5668 Luctus Rd.,296
Ms.,Cold Call,Converted,,,Knox Terry,DT73 9GW,509-246 Neque Av.,458
Mr.,Public Relations,Converted,,,Paula Green,NT7 7ZL,607-3982 Pellentesque Rd.,353
Mrs.,Public Relations,New,,,Jameson Kaufman,G5 0MX,"Ap #887-6164 Vel, St.",86
Mr.,Employee,In Process,,,Barrett Ford,V4E 5FV,215-2191 Ultricies Street,232
Ms.,Direct Mail,In Process,,,Tanya Savage,JP8 3PC,Ap #817-1147 Erat Road,438
Mr.,Public Relations,Recycled,,,Karen Mann,OL45 0EY,"P.O. Box 186, 994 Ultricies Av.",372
Mrs.,Word of mouth,In Process,,,Hilel Hickman,X3 7UV,Ap #110-2431 Sit Avenue,264
Ms.,Direct Mail,Converted,,,Jorden Barrett,K5C 1TC,"P.O. Box 736, 3040 Sed Road",489
Mrs.,Word of mouth,Converted,,,Lawrence Hamilton,RQ8 3WP,9933 Quis Av.,133
Ms.,Web Site,Recycled,,,Gray Boyd,QT4D 8EN,Ap #228-4089 Elit. Av.,463
Mrs.,Trade Show,In Process,,,Stewart Workman,Z8L 5RK,Ap #303-1020 Faucibus Road,293
Ms.,Word of mouth,Dead,,,Adena Lynch,OP25 3UW,Ap #972-9810 Cursus Rd.,333
Mr.,Partner,In Process,,,Amir Bentley,Q4 5BB,Ap #121-2462 Urna Road,496
Mr.,Employee,Converted,,,Dacey Franco,WF2 8MF,1947 Mattis Rd.,295
Ms.,Cold Call,Converted,,,Tashya Mclean,K8 4XS,5897 Mollis Road,53
Mr.,Employee,Converted,,,Renee Schneider,BI0 4QQ,131-2429 Risus. St.,249
Ms.,Trade Show,Converted,,,Vladimir Alston,KS9 2IN,431-8415 Dapibus Avenue,347
Ms.,Campaign,Recycled,,,Kirestin Roberson,JX4J 5OZ,570-3451 Nunc St.,520
Mr.,Partner,Dead,,,Yetta Cherry,K24 2VU,970-1707 Risus. Road,45
Mrs.,Cold Call,Recycled,,,Keane Mccall,AG0F 9EF,108-751 Dictum Av.,316
Ms.,Public Relations,Converted,,,Dolan Cooley,J0 3KA,Ap #650-7390 Sit Rd.,459
Ms.,Trade Show,New,,,Lara England,DJ9V 4AU,"P.O. Box 177, 5815 Sed Rd.",183
Ms.,Web Site,In Process,,,Ori Hardin,B21 7NK,Ap #626-2294 Faucibus St.,331
Ms.,Self Generated,In Process,,,Orson Burns,QR31 4TU,"P.O. Box 600, 8827 Tristique Av.",125
Ms.,Trade Show,Converted,,,Claudia Ryan,T5 8UX,974 Libero Avenue,297
Mrs.,Web Site,Converted,,,Deirdre Hall,E1H 8EL,"P.O. Box 847, 7190 Nisl Avenue",230
Mr.,Public Relations,Assigned,,,Myra Pickett,J9 6XK,574-4763 Ultricies Street,397
Ms.,Public Relations,Converted,,,Xandra Farmer,T3I 6CV,"P.O. Box 927, 3680 Interdum St.",122
Mrs.,Campaign,Assigned,,,Chaim Faulkner,Z52 8DO,6754 Convallis St.,8
Mrs.,Trade Show,Converted,,,Cathleen Meyers,IQ4 1DN,Ap #203-9517 Tempus Road,418
Mrs.,Word of mouth,Converted,,,Wyatt Cruz,B1 5DV,Ap #424-745 Velit. Avenue,375
Mrs.,Direct Mail,Converted,,,Iliana Willis,E48 0YU,Ap #387-7493 Duis Street,360
Mrs.,Trade Show,Converted,,,Ramona Pickett,T9 6VM,"3724 Id, St.",273
Ms.,Word of mouth,In Process,,,Cheyenne Woods,US02 6IJ,Ap #221-3709 Erat Avenue,308
Mr.,Campaign,Converted,,,Evan Estrada,MH28 1RJ,4374 Rutrum Rd.,243
Mr.,Trade Show,Converted,,,Hope Harris,GY13 9VR,Ap #542-1748 Magnis Avenue,180
Mr.,Web Site,Recycled,,,Trevor Baxter,K80 5YR,"P.O. Box 307, 9579 Sed St.",158
Mr.,Trade Show,Dead,,,Jameson Carlson,YZ77 7SX,175 Iaculis St.,470
Mr.,Email,Converted,,,Steel Hays,G3Z 5FB,"P.O. Box 749, 5879 Magna. Rd.",237
Mr.,Public Relations,In Process,,,Ruby Mcdowell,BM9O 1QI,2763 Elit Road,248
Mrs.,Conference,Dead,,,Neil Graves,UN5P 4IO,Ap #928-8167 Arcu Street,139
Mr.,Web Site,Dead,,,Venus Mills,G15 8DX,Ap #268-9346 Sociosqu Street,194
Ms.,Existing Customer,In Process,,,Brielle Robles,Q1 6QK,"4468 Convallis, Ave",431
Mrs.,Trade Show,Converted,,,Hiram Mercado,SW4P 5FC,Ap #972-1166 Amet Ave,435
Ms.,Conference,Converted,,,Willa Townsend,QU2H 8FA,240-6992 Lacus. St.,63
Ms.,Direct Mail,Recycled,,,Cailin Nolan,XI7K 9XE,"P.O. Box 734, 9914 In Av.",492
Mr.,Web Site,Converted,,,Amber Coleman,KU9 1PL,213-199 Fringilla St.,447
Mrs.,Public Relations,Recycled,,,Evan Jarvis,K7 5CE,"P.O. Box 517, 6009 Etiam Avenue",196
Mrs.,Direct Mail,Converted,,,Damon Hewitt,MP9R 6RP,Ap #407-9750 Ligula. Street,298
Ms.,Email,Converted,,,Jade Rivas,R1 5DR,7593 Dictum Street,317
Ms.,Partner,Recycled,,,Alea Head,R0W 4VW,"P.O. Box 473, 1192 Ad Avenue",202
Mr.,Trade Show,Dead,,,Galvin Mccoy,A3R 9JS,8833 Nullam Av.,51
Mrs.,Public Relations,Converted,,,Daquan Head,Y75 5JW,"P.O. Box 721, 8258 Ut Road",170
Ms.,Existing Customer,Assigned,,,Buckminster Kaufman,X13 9AI,4907 Nunc Street,399
Mrs.,Public Relations,Dead,,,Quinlan Guy,U27 3XM,"P.O. Box 928, 4068 Ut Road",462
Mr.,Other,Converted,,,Rhea Todd,W3 2PE,9189 Felis Rd.,215
Mrs.,Web Site,New,,,Rhiannon Ferrell,R9 0PU,"P.O. Box 794, 7439 Dolor Rd.",378
Mr.,Word of mouth,Converted,,,Austin Patel,N1F 5WQ,Ap #965-5407 Dictum St.,81
Ms.,Web Site,Dead,,,Robert Stevens,XL5R 1PO,Ap #102-5429 Tincidunt St.,2
Ms.,Web Site,Converted,,,India Copeland,BZ3 8HR,682-3863 Egestas. St.,455
Mr.,Direct Mail,New,,,Basia Daniel,PP99 6ZZ,Ap #535-3944 Aliquam Av.,409
Ms.,Public Relations,Assigned,,,Stacy Good,X0 5UQ,Ap #299-6527 Enim Rd.,457
Mrs.,Campaign,Converted,,,Macy Barton,R7 8TJ,299-5171 Feugiat Road,472
Ms.,Email,Converted,,,Adam Pacheco,L3X 6VT,4369 Magna. Road,480
Mr.,Public Relations,Recycled,,,Tallulah Hardin,S44 7CP,3469 Vestibulum Street,115
Ms.,Employee,Assigned,,,Gareth Wolfe,X0Z 9UF,"P.O. Box 373, 1605 Vulputate Rd.",256
Ms.,Self Generated,Converted,,,Ashton Morrow,M61 8NE,Ap #621-6547 Aliquam Rd.,525
Mrs.,Web Site,Recycled,,,Yasir Griffith,L29 9XN,Ap #262-7926 Metus. Rd.,81
Mr.,Public Relations,Converted,,,Acton Hodge,KP5T 8PD,"736-9523 Elit, Ave",434
Mrs.,Web Site,New,,,Xanthus Gonzales,YG6 3QI,319-7073 Tristique Rd.,518
Ms.,Word of mouth,New,,,Rashad Watts,OZ6 9BB,Ap #256-7707 Nisi. Ave,74
Ms.,Conference,Converted,,,Isaiah Dorsey,R2J 6DL,"P.O. Box 937, 3896 Mauris. Av.",414
Mr.,Partner,New,,,Glenna Henson,CM7 7KD,793-7604 Sed St.,287
Ms.,Web Site,Converted,,,Sandra Adkins,QP3R 5JS,"P.O. Box 160, 5179 Nulla St.",139
Mrs.,Self Generated,New,,,Ifeoma Baird,NT7D 5GA,"P.O. Box 704, 7537 Et St.",155
Mrs.,Campaign,Converted,,,Kaseem Snyder,O87 1LY,2190 Nec Av.,150
Mrs.,Self Generated,Converted,,,Zoe Hardin,HU2 3EJ,456-9638 Mattis Rd.,304
Mrs.,Cold Call,Converted,,,Lavinia Cruz,F4 0LT,834-9644 Fringilla Street,105
Mr.,Word of mouth,In Process,,,TaShya Holden,B5V 5IJ,Ap #341-1319 Lorem Rd.,433
Ms.,Employee,Dead,,,Tobias Norton,P6E 6YO,"P.O. Box 473, 381 Aliquet Street",115
Ms.,Word of mouth,Assigned,,,Brittany Roman,X0R 8RT,Ap #418-7148 Auctor Avenue,374
Mr.,Web Site,In Process,,,Hyatt Owens,Q81 0BZ,Ap #931-2100 A Av.,185
Mr.,Word of mouth,Recycled,,,Cecilia Burke,AX9 2QM,"P.O. Box 927, 6331 Sociis Street",5
Mrs.,Campaign,Recycled,,,Martena Curry,Y4M 0YX,"P.O. Box 572, 7171 Ultricies Av.",342
Ms.,Direct Mail,In Process,,,Chelsea Powers,W4 0SF,"P.O. Box 320, 6028 Sed Ave",494
Mr.,Trade Show,Converted,,,Uriel Baldwin,RP6 1DT,2606 Ultricies Rd.,181
Mr.,Cold Call,New,,,Hedda Mcclain,ZK61 9HH,"8795 Elementum, Avenue",38
Mr.,Campaign,Assigned,,,Clinton Curry,TW5E 3FZ,"P.O. Box 362, 1958 Risus. St.",441
Mrs.,Other,Converted,,,Slade Newman,PZ0 4BA,Ap #555-2495 Vivamus Rd.,154
Mrs.,Public Relations,Converted,,,Lacey Mckay,SB4D 9VR,"P.O. Box 793, 2310 Fringilla. St.",139
Mrs.,Public Relations,In Process,,,Cruz Neal,W3U 9RV,"P.O. Box 735, 1884 Quam Av.",518
Mrs.,Public Relations,Dead,,,Mari Charles,GT73 9XI,728 Id Av.,59
Ms.,Campaign,Assigned,,,Violet Whitfield,WS2L 1TO,Ap #569-9393 Aliquam Rd.,11
Ms.,Word of mouth,Assigned,,,Arsenio Herrera,H15 9CI,"565-5690 Elementum, Street",414
Mr.,Trade Show,Converted,,,Leslie Justice,V7G 6TK,Ap #679-7562 Vestibulum Road,423
Mrs.,Employee,Assigned,,,Jordan Roberson,G36 1XP,Ap #153-565 Semper Av.,428
Mr.,Campaign,In Process,,,Rinah Justice,A8 2LD,Ap #850-6754 Ridiculus Road,459
Mrs.,Email,Converted,,,Melissa Lester,S0 6PT,1076 Pharetra. St.,41
Mrs.,Word of mouth,Assigned,,,Ginger Henry,H4A 6KX,8412 Ac Street,11
Ms.,Campaign,Assigned,,,Jared Beck,GM1 7CK,"Ap #953-7044 A, Road",189
Mr.,Web Site,Dead,,,Oprah Moon,H5J 5LC,1021 Fusce Rd.,469
Mr.,Trade Show,In Process,,,Isaac Puckett,Z6 1MF,7793 Vel Street,495
Ms.,Self Generated,Recycled,,,Barry Hendricks,ZK78 6NB,411-5628 Netus St.,304
Ms.,Email,Converted,,,Skyler Watkins,RM8C 4SW,"Ap #655-6389 Pede, St.",175
Mrs.,Public Relations,Assigned,,,Olympia Ayala,O90 9XH,"P.O. Box 271, 7467 Dignissim Rd.",147
Ms.,Cold Call,Converted,,,Dorothy Christian,LM4 7TP,"610 Sed, Road",451
Mrs.,Other,Converted,,,Blythe Bradley,C4P 2PH,"P.O. Box 319, 833 Nisi. St.",297
Mrs.,Web Site,Converted,,,Alfonso Yang,WF8 5RO,Ap #556-5475 Vitae Avenue,460
Mrs.,Word of mouth,Assigned,,,Lavinia Freeman,E6 1NX,967-3077 Ipsum. Street,184
Mrs.,Web Site,Dead,,,Holmes Caldwell,UP1 0NW,Ap #162-997 Eu Av.,212
Ms.,Existing Customer,New,,,Keegan Carlson,WO03 0EX,485-8936 Dui. Rd.,468
Mrs.,Direct Mail,Converted,,,Delilah Hopper,PP9H 4IR,"P.O. Box 674, 1768 Nisl St.",126
Ms.,Campaign,Converted,,,Risa Salazar,CC2 1FR,527-1741 Scelerisque Street,334
Ms.,Conference,Assigned,,,Carly Banks,CY91 8KF,"P.O. Box 403, 7382 Pellentesque St.",114
